1595522707186|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596117796652|0|statement|connection 40|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596117796655|0|statement|connection 40|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220300607')
1596117870149|6|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596117870275|77|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288837876854824962', '20200730220429832', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:04:29.953', '2020-07-30T22:04:29.955')
1596117870407|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596117883922|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596117883925|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596117946188|7|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596117946235|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596117950073|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596117950077|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596118819556|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596118819562|1|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596118826892|1|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596118826895|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596119714568|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596119714571|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730220429832')
1596119722557|1|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596119722618|55|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288845647222431745', '20200730223522434', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:35:22.552', '2020-07-30T22:35:22.554')
1596119722666|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730223522434')
1596119724409|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596119724411|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730223522434')
1596119748890|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596119748951|58|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288845757700399106', '20200730223548031', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:35:48.889', '2020-07-30T22:35:48.889')
1596119748966|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730223548031')
1596119750110|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596119750116|0|statement|connection 55|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730223548031')
1596120037329|6|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120037442|69|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288846966645657601', '20200730224037402', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:40:37.127', '2020-07-30T22:40:37.129')
1596120037569|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224037402')
1596120039160|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120039163|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224037402')
1596120177001|1|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120177072|69|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288847553323929602', '20200730224256257', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:42:56.999', '2020-07-30T22:42:56.999')
1596120177097|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224256257')
1596120184838|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120184841|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224256257')
1596120286737|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120286803|64|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288848013590073345', '20200730224446747', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:44:46.736', '2020-07-30T22:44:46.736')
1596120286821|1|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224446747')
1596120288862|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120288867|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224446747')
1596120359206|1|statement|connection 30|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120359234|26|statement|connection 30|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288848317547089922', '20200730224559932', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:45:59.204', '2020-07-30T22:45:59.204')
1596120359259|0|statement|connection 30|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224559932')
1596120360594|0|statement|connection 30|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120360597|0|statement|connection 30|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224559932')
1596120588444|7|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120588491|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224559932')
1596120594681|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120594750|65|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288849305175695362', '20200730224954075', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:49:54.676', '2020-07-30T22:49:54.678')
1596120594794|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224954075')
1596120596075|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120596078|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730224954075')
1596120931379|15|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596120931509|82|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288850716718395393', '20200730225531592', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:55:31.215', '2020-07-30T22:55:31.217')
1596120931601|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730225531592')
1596121020617|1|statement|connection 5|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596121020707|87|statement|connection 5|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, gmt_create, gmt_modified) VALUES ('1288851091705950209', '20200730225700987', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', '2020-07-30T22:57:00.615', '2020-07-30T22:57:00.615')
1596121020743|1|statement|connection 5|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730225700987')
1596121298682|8|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596121298811|77|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES ('1288852257101664257', '20200730230138201', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', 0.0, '2020-07-30T23:01:38.472', '2020-07-30T23:01:38.475')
